SaleId,SaleDate,StoreId,ProductId,Units,RevenueUSD
3777286,2026-01-20,S-MIL-01,P-ICE-005,14,70.0
7111929,2026-01-20,S-MIL-01,P-ICE-006,6,108.0
8452417,2026-01-20,S-MIL-01,P-ICE-008,22,77.0
8531761,2026-01-21,S-PAR-01,P-ICE-001,28,140.0
8868776,2026-01-21,S-PAR-01,P-ICE-002,18,108.0
8391997,2026-01-21,S-PAR-01,P-ICE-006,9,162.0
7406756,2026-01-21,S-PAR-01,P-ICE-007,29,101.5
3718884,2026-01-21,S-BER-01,P-ICE-001,20,100.0
3321942,2026-01-21,S-BER-01,P-ICE-002,19,114.0
7227905,2026-01-21,S-BER-01,P-ICE-006,7,126.0
9655523,2026-01-21,S-BER-01,P-ICE-007,22,77.0
5576678,2026-01-21,S-AMS-01,P-ICE-003,15,75.0
8339571,2026-01-21,S-AMS-01,P-ICE-005,11,55.0
8568671,2026-01-21,S-AMS-01,P-ICE-007,28,98.0
7274032,2026-01-21,S-BRU-01,P-ICE-002,13,78.0
7289990,2026-01-21,S-BRU-01,P-ICE-004,13,78.0
2662338,2026-01-21,S-BRU-01,P-ICE-005,9,45.0
3450300,2026-01-21,S-BRU-01,P-ICE-008,20,70.0
8926478,2026-01-21,S-MIL-01,P-ICE-001,21,105.0
8870361,2026-01-21,S-MIL-01,P-ICE-003,14,70.0
2329187,2026-01-21,S-MIL-01,P-ICE-005,10,50.0
3508522,2026-01-21,S-MIL-01,P-ICE-006,7,126.0
9854536,2026-01-21,S-MIL-01,P-ICE-008,27,94.5
4986941,2026-01-22,S-PAR-01,P-ICE-001,28,140.0
8043503,2026-01-22,S-PAR-01,P-ICE-002,16,96.0
2053729,2026-01-22,S-PAR-01,P-ICE-003,19,95.0
9993490,2026-01-22,S-PAR-01,P-ICE-006,10,180.0
5059048,2026-01-22,S-PAR-01,P-ICE-007,32,112.0
1026245,2026-01-22,S-BER-01,P-ICE-001,19,95.0
7988844,2026-01-22,S-BER-01,P-ICE-002,15,90.0
9782613,2026-01-22,S-BER-01,P-ICE-004,14,84.0
9511546,2026-01-22,S-BER-01,P-ICE-007,27,94.5
1341153,2026-01-22,S-AMS-01,P-ICE-001,19,95.0
7490791,2026-01-22,S-AMS-01,P-ICE-003,13,65.0
2133461,2026-01-22,S-AMS-01,P-ICE-007,19,66.5
2739191,2026-01-22,S-AMS-01,P-ICE-008,23,80.5
6578736,2026-01-22,S-BRU-01,P-ICE-001,19,95.0
6679880,2026-01-22,S-BRU-01,P-ICE-002,13,78.0
8795078,2026-01-22,S-BRU-01,P-ICE-004,9,54.0
3262450,2026-01-22,S-BRU-01,P-ICE-008,16,56.0
8678589,2026-01-22,S-MIL-01,P-ICE-001,26,130.0
4346548,2026-01-22,S-MIL-01,P-ICE-003,14,70.0
7681090,2026-01-22,S-MIL-01,P-ICE-006,7,126.0
4206183,2026-01-23,S-PAR-01,P-ICE-001,23,115.0
1802018,2026-01-23,S-PAR-01,P-ICE-002,23,138.0
7174337,2026-01-23,S-PAR-01,P-ICE-006,7,126.0
8377556,2026-01-23,S-PAR-01,P-ICE-007,30,105.0
9324908,2026-01-23,S-BER-01,P-ICE-002,20,120.0
9712003,2026-01-23,S-BER-01,P-ICE-004,13,78.0
8121922,2026-01-23,S-BER-01,P-ICE-006,6,108.0
4027557,2026-01-23,S-BER-01,P-ICE-007,28,98.0
2343333,2026-01-23,S-AMS-01,P-ICE-001,18,90.0
8481225,2026-01-23,S-AMS-01,P-ICE-003,12,60.0
8447546,2026-01-23,S-AMS-01,P-ICE-005,10,50.0
6914963,2026-01-23,S-AMS-01,P-ICE-007,20,70.0
1962308,2026-01-23,S-AMS-01,P-ICE-008,20,70.0
7095349,2026-01-23,S-BRU-01,P-ICE-001,18,90.0
3684131,2026-01-23,S-BRU-01,P-ICE-002,15,90.0
8351320,2026-01-23,S-BRU-01,P-ICE-005,10,50.0
7145971,2026-01-23,S-BRU-01,P-ICE-008,15,52.5
1543335,2026-01-23,S-MIL-01,P-ICE-001,27,135.0
7223751,2026-01-23,S-MIL-01,P-ICE-003,18,90.0
3310140,2026-01-23,S-MIL-01,P-ICE-005,14,70.0
5675638,2026-01-23,S-MIL-01,P-ICE-006,8,144.0
4121368,2026-01-23,S-MIL-01,P-ICE-008,21,73.5
2975701,2026-01-24,S-PAR-01,P-ICE-001,30,150.0
8487220,2026-01-24,S-PAR-01,P-ICE-002,22,132.0
9240971,2026-01-24,S-PAR-01,P-ICE-003,23,115.0
2242387,2026-01-24,S-PAR-01,P-ICE-006,9,162.0
8467726,2026-01-24,S-PAR-01,P-ICE-007,46,161.0
6361793,2026-01-24,S-BER-01,P-ICE-002,25,150.0
5871470,2026-01-24,S-BER-01,P-ICE-004,18,108.0
3920762,2026-01-24,S-AMS-01,P-ICE-001,28,140.0
3036124,2026-01-24,S-AMS-01,P-ICE-003,17,85.0
9288312,2026-01-24,S-AMS-01,P-ICE-007,27,94.5
7189302,2026-01-24,S-AMS-01,P-ICE-008,27,94.5
3177199,2026-01-24,S-BRU-01,P-ICE-001,26,130.0
6189037,2026-01-24,S-BRU-01,P-ICE-002,14,84.0
9030667,2026-01-24,S-BRU-01,P-ICE-004,15,90.0
2237331,2026-01-24,S-BRU-01,P-ICE-005,14,70.0
2244282,2026-01-24,S-BRU-01,P-ICE-008,22,77.0
6779998,2026-01-24,S-MIL-01,P-ICE-001,31,155.0
4052834,2026-01-24,S-MIL-01,P-ICE-003,23,115.0
9436654,2026-01-24,S-MIL-01,P-ICE-005,14,70.0
3567173,2026-01-24,S-MIL-01,P-ICE-008,26,91.0
4782763,2026-01-25,S-PAR-01,P-ICE-001,27,135.0
5765539,2026-01-25,S-PAR-01,P-ICE-002,29,174.0
5604524,2026-01-25,S-PAR-01,P-ICE-003,20,100.0
9950276,2026-01-25,S-PAR-01,P-ICE-006,10,180.0
3586950,2026-01-25,S-PAR-01,P-ICE-007,42,147.0
6664316,2026-01-25,S-BER-01,P-ICE-001,28,140.0
1476028,2026-01-25,S-BER-01,P-ICE-002,21,126.0
5440189,2026-01-25,S-BER-01,P-ICE-004,20,120.0
7989166,2026-01-25,S-BER-01,P-ICE-006,10,180.0
5859883,2026-01-25,S-BER-01,P-ICE-007,27,94.5
5108369,2026-01-25,S-AMS-01,P-ICE-001,22,110.0
5990112,2026-01-25,S-AMS-01,P-ICE-003,18,90.0
3652149,2026-01-25,S-AMS-01,P-ICE-005,15,75.0
4422938,2026-01-25,S-AMS-01,P-ICE-007,30,105.0
6357240,2026-01-25,S-AMS-01,P-ICE-008,22,77.0
7689354,2026-01-25,S-BRU-01,P-ICE-001,25,125.0
2781470,2026-01-25,S-BRU-01,P-ICE-002,16,96.0
5487430,2026-01-25,S-BRU-01,P-ICE-004,14,84.0
1849015,2026-01-25,S-BRU-01,P-ICE-005,10,50.0
8015136,2026-01-25,S-BRU-01,P-ICE-008,22,77.0
3679315,2026-01-25,S-MIL-01,P-ICE-001,34,170.0
6246485,2026-01-25,S-MIL-01,P-ICE-003,24,120.0
9635649,2026-01-25,S-MIL-01,P-ICE-005,14,70.0
9344488,2026-01-25,S-MIL-01,P-ICE-006,12,216.0
9479950,2026-01-25,S-MIL-01,P-ICE-008,37,129.5
6920597,2026-01-26,S-PAR-01,P-ICE-001,23,115.0
8895137,2026-01-26,S-PAR-01,P-ICE-002,18,108.0
2803501,2026-01-26,S-PAR-01,P-ICE-003,14,70.0
7136730,2026-01-26,S-PAR-01,P-ICE-006,10,180.0
7720644,2026-01-26,S-PAR-01,P-ICE-007,30,105.0
7082139,2026-01-26,S-BER-01,P-ICE-001,22,110.0
9460003,2026-01-26,S-BER-01,P-ICE-002,14,84.0
2993318,2026-01-26,S-BER-01,P-ICE-004,14,84.0
7261229,2026-01-26,S-BER-01,P-ICE-006,6,108.0
7133857,2026-01-26,S-BER-01,P-ICE-007,25,87.5
9541658,2026-01-26,S-AMS-01,P-ICE-001,17,85.0
1652868,2026-01-26,S-AMS-01,P-ICE-003,11,55.0
8948107,2026-01-26,S-AMS-01,P-ICE-005,10,50.0
9648751,2026-01-26,S-AMS-01,P-ICE-007,21,73.5
6344047,2026-01-26,S-AMS-01,P-ICE-008,24,84.0
6020319,2026-01-26,S-BRU-01,P-ICE-001,21,105.0
9551583,2026-01-26,S-BRU-01,P-ICE-002,14,84.0
6029651,2026-01-26,S-BRU-01,P-ICE-004,12,72.0
6557278,2026-01-26,S-BRU-01,P-ICE-005,8,40.0
6161977,2026-01-26,S-BRU-01,P-ICE-008,22,77.0
1447065,2026-01-26,S-MIL-01,P-ICE-001,25,125.0
4817541,2026-01-26,S-MIL-01,P-ICE-003,15,75.0
3860717,2026-01-26,S-MIL-01,P-ICE-005,14,70.0
7378535,2026-01-26,S-MIL-01,P-ICE-006,9,162.0
1529665,2026-01-26,S-MIL-01,P-ICE-008,27,94.5
4200829,2026-01-27,S-PAR-01,P-ICE-001,27,135.0
3540594,2026-01-27,S-PAR-01,P-ICE-002,18,108.0
9419134,2026-01-27,S-PAR-01,P-ICE-003,16,80.0
2044906,2026-01-27,S-PAR-01,P-ICE-006,10,180.0
6453426,2026-01-27,S-PAR-01,P-ICE-007,32,112.0
3905518,2026-01-27,S-BER-01,P-ICE-002,16,96.0
6943949,2026-01-27,S-BER-01,P-ICE-004,14,84.0
5435261,2026-01-27,S-BER-01,P-ICE-006,8,144.0
5135904,2026-01-27,S-BER-01,P-ICE-007,23,80.5
5993143,2026-01-27,S-AMS-01,P-ICE-001,18,90.0
9204110,2026-01-27,S-AMS-01,P-ICE-003,15,75.0
5587856,2026-01-27,S-AMS-01,P-ICE-005,10,50.0
7370211,2026-01-27,S-AMS-01,P-ICE-007,25,87.5
3457461,2026-01-27,S-BRU-01,P-ICE-001,16,80.0
2325893,2026-01-27,S-BRU-01,P-ICE-002,12,72.0
5302415,2026-01-27,S-BRU-01,P-ICE-004,11,66.0
5548852,2026-01-27,S-BRU-01,P-ICE-005,9,45.0
5014486,2026-01-27,S-MIL-01,P-ICE-001,20,100.0
9909397,2026-01-27,S-MIL-01,P-ICE-003,18,90.0
2681042,2026-01-27,S-MIL-01,P-ICE-005,12,60.0
2686863,2026-01-27,S-MIL-01,P-ICE-006,9,162.0
3649811,2026-01-27,S-MIL-01,P-ICE-008,21,73.5
8980915,2026-01-28,S-PAR-01,P-ICE-001,30,150.0
5819172,2026-01-28,S-PAR-01,P-ICE-002,17,102.0
2500901,2026-01-28,S-PAR-01,P-ICE-003,19,95.0
1625760,2026-01-28,S-PAR-01,P-ICE-006,8,144.0
3949245,2026-01-28,S-BER-01,P-ICE-001,25,125.0
9311162,2026-01-28,S-BER-01,P-ICE-004,15,90.0
5856449,2026-01-28,S-BER-01,P-ICE-006,8,144.0
2800206,2026-01-28,S-AMS-01,P-ICE-001,20,100.0
9796605,2026-01-28,S-AMS-01,P-ICE-005,11,55.0
9459284,2026-01-28,S-AMS-01,P-ICE-007,29,101.5
2889899,2026-01-28,S-AMS-01,P-ICE-008,18,63.0
5316188,2026-01-28,S-BRU-01,P-ICE-001,19,95.0
6655803,2026-01-28,S-BRU-01,P-ICE-002,11,66.0
4240708,2026-01-28,S-BRU-01,P-ICE-004,11,66.0
7802999,2026-01-28,S-BRU-01,P-ICE-005,11,55.0
2455218,2026-01-28,S-BRU-01,P-ICE-008,19,66.5
3359075,2026-01-28,S-MIL-01,P-ICE-001,19,95.0
1114590,2026-01-28,S-MIL-01,P-ICE-003,19,95.0
5479421,2026-01-28,S-MIL-01,P-ICE-005,12,60.0
1191859,2026-01-28,S-MIL-01,P-ICE-008,27,94.5
4964499,2026-01-29,S-PAR-01,P-ICE-001,24,120.0
6147356,2026-01-29,S-PAR-01,P-ICE-002,17,102.0
6217344,2026-01-29,S-PAR-01,P-ICE-003,19,95.0
5949909,2026-01-29,S-PAR-01,P-ICE-006,9,162.0
3240912,2026-01-29,S-PAR-01,P-ICE-007,28,98.0
7268384,2026-01-29,S-BER-01,P-ICE-001,21,105.0
8899184,2026-01-29,S-BER-01,P-ICE-002,17,102.0
4664338,2026-01-29,S-BER-01,P-ICE-004,15,90.0
2373555,2026-01-29,S-BER-01,P-ICE-006,8,144.0
7069742,2026-01-29,S-BER-01,P-ICE-007,27,94.5
2036128,2026-01-29,S-AMS-01,P-ICE-001,20,100.0
4391627,2026-01-29,S-AMS-01,P-ICE-003,16,80.0
6504900,2026-01-29,S-AMS-01,P-ICE-005,9,45.0
9201172,2026-01-29,S-AMS-01,P-ICE-008,22,77.0
1933413,2026-01-29,S-BRU-01,P-ICE-001,17,85.0
8663806,2026-01-29,S-BRU-01,P-ICE-002,14,84.0
6170227,2026-01-29,S-BRU-01,P-ICE-004,11,66.0
1050591,2026-01-29,S-BRU-01,P-ICE-005,9,45.0
1759836,2026-01-29,S-BRU-01,P-ICE-008,19,66.5
2010921,2026-01-29,S-MIL-01,P-ICE-001,25,125.0
1532422,2026-01-29,S-MIL-01,P-ICE-005,15,75.0
3272119,2026-01-29,S-MIL-01,P-ICE-006,7,126.0
8052503,2026-01-29,S-MIL-01,P-ICE-008,30,105.0
8525204,2026-01-30,S-PAR-01,P-ICE-001,29,145.0
3231198,2026-01-30,S-PAR-01,P-ICE-006,9,162.0
3994290,2026-01-30,S-PAR-01,P-ICE-007,30,105.0
4736121,2026-01-30,S-BER-01,P-ICE-002,14,84.0
6005700,2026-01-30,S-BER-01,P-ICE-004,15,90.0
8115687,2026-01-30,S-BER-01,P-ICE-006,8,144.0
5152562,2026-01-30,S-BER-01,P-ICE-007,30,105.0
4162177,2026-01-30,S-AMS-01,P-ICE-001,17,85.0
8033690,2026-01-30,S-AMS-01,P-ICE-005,9,45.0
1262492,2026-01-30,S-AMS-01,P-ICE-007,29,101.5
1563316,2026-01-30,S-AMS-01,P-ICE-008,17,59.5
1816653,2026-01-30,S-BRU-01,P-ICE-001,19,95.0
8364573,2026-01-30,S-BRU-01,P-ICE-002,11,66.0
1946973,2026-01-30,S-BRU-01,P-ICE-004,10,60.0
4928578,2026-01-30,S-BRU-01,P-ICE-005,12,60.0
6350316,2026-01-30,S-BRU-01,P-ICE-008,20,70.0
6379867,2026-01-30,S-MIL-01,P-ICE-001,26,130.0
9745141,2026-01-30,S-MIL-01,P-ICE-003,19,95.0
2022699,2026-01-30,S-MIL-01,P-ICE-005,12,60.0
3938247,2026-01-30,S-MIL-01,P-ICE-006,8,144.0
9315137,2026-01-30,S-MIL-01,P-ICE-008,24,84.0
7394713,2026-01-31,S-PAR-01,P-ICE-001,30,150.0
7984768,2026-01-31,S-PAR-01,P-ICE-002,23,138.0
4084977,2026-01-31,S-PAR-01,P-ICE-003,21,105.0
4780654,2026-01-31,S-PAR-01,P-ICE-006,11,198.0
8768273,2026-01-31,S-PAR-01,P-ICE-007,43,150.5
9891787,2026-01-31,S-BER-01,P-ICE-002,25,150.0
4411424,2026-01-31,S-BER-01,P-ICE-004,15,90.0
8546170,2026-01-31,S-BER-01,P-ICE-006,8,144.0
4195751,2026-01-31,S-BER-01,P-ICE-007,28,98.0
1663497,2026-01-31,S-AMS-01,P-ICE-001,23,115.0
4640933,2026-01-31,S-AMS-01,P-ICE-005,15,75.0
6586214,2026-01-31,S-AMS-01,P-ICE-007,35,122.5
4553544,2026-01-31,S-AMS-01,P-ICE-008,30,105.0
9034958,2026-01-31,S-BRU-01,P-ICE-004,17,102.0
7654381,2026-01-31,S-BRU-01,P-ICE-008,25,87.5
7386444,2026-01-31,S-MIL-01,P-ICE-003,23,115.0
6174467,2026-01-31,S-MIL-01,P-ICE-005,18,90.0
9342928,2026-01-31,S-MIL-01,P-ICE-006,10,180.0
8876742,2026-01-31,S-MIL-01,P-ICE-008,35,122.5
4407913,2026-02-01,S-PAR-01,P-ICE-001,30,150.0
4712363,2026-02-01,S-PAR-01,P-ICE-002,24,144.0
8005797,2026-02-01,S-PAR-01,P-ICE-003,18,90.0
4859072,2026-02-01,S-PAR-01,P-ICE-006,10,180.0
9376888,2026-02-01,S-PAR-01,P-ICE-007,45,157.5
6663388,2026-02-01,S-BER-01,P-ICE-001,32,160.0
9230828,2026-02-01,S-BER-01,P-ICE-002,24,144.0
6908535,2026-02-01,S-BER-01,P-ICE-004,19,114.0
9192588,2026-02-01,S-BER-01,P-ICE-006,10,180.0
1985360,2026-02-01,S-BER-01,P-ICE-007,39,136.5
2247057,2026-02-01,S-AMS-01,P-ICE-001,28,140.0
7918793,2026-02-01,S-AMS-01,P-ICE-005,15,75.0
2140312,2026-02-01,S-AMS-01,P-ICE-007,32,112.0
9484790,2026-02-01,S-AMS-01,P-ICE-008,21,73.5
9106820,2026-02-01,S-BRU-01,P-ICE-001,18,90.0
9929043,2026-02-01,S-BRU-01,P-ICE-002,14,84.0
9882154,2026-02-01,S-BRU-01,P-ICE-004,11,66.0
5809835,2026-02-01,S-BRU-01,P-ICE-005,12,60.0
8223819,2026-02-01,S-BRU-01,P-ICE-008,26,91.0
2795437,2026-02-01,S-MIL-01,P-ICE-001,34,170.0
9832465,2026-02-01,S-MIL-01,P-ICE-005,15,75.0
7658817,2026-02-01,S-MIL-01,P-ICE-006,10,180.0
8700704,2026-02-01,S-MIL-01,P-ICE-008,37,129.5
4789255,2026-02-02,S-PAR-01,P-ICE-001,30,150.0
2352527,2026-02-02,S-PAR-01,P-ICE-002,23,138.0
1531577,2026-02-02,S-PAR-01,P-ICE-003,21,105.0
8986040,2026-02-02,S-PAR-01,P-ICE-006,8,144.0
3875339,2026-02-02,S-PAR-01,P-ICE-007,26,91.0
6557798,2026-02-02,S-BER-01,P-ICE-001,24,120.0
2599906,2026-02-02,S-BER-01,P-ICE-002,19,114.0
8977571,2026-02-02,S-BER-01,P-ICE-007,31,108.5
5703878,2026-02-02,S-AMS-01,P-ICE-001,23,115.0
6276177,2026-02-02,S-AMS-01,P-ICE-005,9,45.0
3419132,2026-02-02,S-AMS-01,P-ICE-007,21,73.5
7682298,2026-02-02,S-AMS-01,P-ICE-008,23,80.5
7528964,2026-02-02,S-BRU-01,P-ICE-002,14,84.0
7439870,2026-02-02,S-BRU-01,P-ICE-004,11,66.0
2315798,2026-02-02,S-BRU-01,P-ICE-005,8,40.0
1900876,2026-02-02,S-BRU-01,P-ICE-008,22,77.0
2275374,2026-02-02,S-MIL-01,P-ICE-001,21,105.0
7655572,2026-02-02,S-MIL-01,P-ICE-003,18,90.0
8558977,2026-02-02,S-MIL-01,P-ICE-006,8,144.0
7298619,2026-02-02,S-MIL-01,P-ICE-008,24,84.0
7376562,2026-02-03,S-PAR-01,P-ICE-001,27,135.0
5134741,2026-02-03,S-PAR-01,P-ICE-002,21,126.0
3587398,2026-02-03,S-PAR-01,P-ICE-003,15,75.0
3588336,2026-02-03,S-PAR-01,P-ICE-006,10,180.0
2787627,2026-02-03,S-PAR-01,P-ICE-007,30,105.0
8461429,2026-02-03,S-BER-01,P-ICE-001,25,125.0
3223098,2026-02-03,S-BER-01,P-ICE-002,15,90.0
9597330,2026-02-03,S-BER-01,P-ICE-004,13,78.0
6937696,2026-02-03,S-BER-01,P-ICE-006,6,108.0
6443037,2026-02-03,S-BER-01,P-ICE-007,28,98.0
2421022,2026-02-03,S-AMS-01,P-ICE-003,13,65.0
5072543,2026-02-03,S-AMS-01,P-ICE-005,11,55.0
7387623,2026-02-03,S-AMS-01,P-ICE-007,21,73.5
5503118,2026-02-03,S-AMS-01,P-ICE-008,19,66.5
8292657,2026-02-03,S-BRU-01,P-ICE-001,14,70.0
2290526,2026-02-03,S-BRU-01,P-ICE-002,12,72.0
9318184,2026-02-03,S-BRU-01,P-ICE-004,13,78.0
2794698,2026-02-03,S-BRU-01,P-ICE-005,9,45.0
7638609,2026-02-03,S-BRU-01,P-ICE-008,15,52.5
6528792,2026-02-03,S-MIL-01,P-ICE-001,25,125.0
3283789,2026-02-03,S-MIL-01,P-ICE-003,16,80.0
4369728,2026-02-03,S-MIL-01,P-ICE-005,14,70.0
7681351,2026-02-03,S-MIL-01,P-ICE-006,7,126.0
9237735,2026-02-04,S-PAR-01,P-ICE-001,27,135.0
5702656,2026-02-04,S-PAR-01,P-ICE-003,17,85.0
2910720,2026-02-04,S-PAR-01,P-ICE-006,8,144.0
4018677,2026-02-04,S-BER-01,P-ICE-001,26,130.0
8744735,2026-02-04,S-BER-01,P-ICE-002,17,102.0
2160289,2026-02-04,S-BER-01,P-ICE-006,8,144.0
7864256,2026-02-04,S-BER-01,P-ICE-007,30,105.0
6080688,2026-02-04,S-AMS-01,P-ICE-001,17,85.0
8098909,2026-02-04,S-AMS-01,P-ICE-003,15,75.0
9040224,2026-02-04,S-AMS-01,P-ICE-005,9,45.0
8017921,2026-02-04,S-AMS-01,P-ICE-007,25,87.5
7031903,2026-02-04,S-AMS-01,P-ICE-008,23,80.5
2425760,2026-02-04,S-BRU-01,P-ICE-001,20,100.0
6956059,2026-02-04,S-BRU-01,P-ICE-002,12,72.0
7704473,2026-02-04,S-BRU-01,P-ICE-004,12,72.0
2777454,2026-02-04,S-BRU-01,P-ICE-008,21,73.5
9567725,2026-02-04,S-MIL-01,P-ICE-001,21,105.0
4708297,2026-02-04,S-MIL-01,P-ICE-003,17,85.0
9396422,2026-02-04,S-MIL-01,P-ICE-005,13,65.0
9099554,2026-02-04,S-MIL-01,P-ICE-006,10,180.0
2440404,2026-02-04,S-MIL-01,P-ICE-008,24,84.0
3376915,2026-02-05,S-PAR-01,P-ICE-001,30,150.0
4470657,2026-02-05,S-PAR-01,P-ICE-002,19,114.0
2637842,2026-02-05,S-PAR-01,P-ICE-003,17,85.0
6350413,2026-02-05,S-PAR-01,P-ICE-006,10,180.0
2930810,2026-02-05,S-PAR-01,P-ICE-007,26,91.0
2834801,2026-02-05,S-BER-01,P-ICE-001,20,100.0
5092180,2026-02-05,S-BER-01,P-ICE-002,14,84.0
6553084,2026-02-05,S-BER-01,P-ICE-004,14,84.0
4889890,2026-02-05,S-BER-01,P-ICE-006,9,162.0
4127053,2026-02-05,S-BER-01,P-ICE-007,28,98.0
1489765,2026-02-05,S-AMS-01,P-ICE-001,19,95.0
8542617,2026-02-05,S-AMS-01,P-ICE-003,16,80.0
4603680,2026-02-05,S-AMS-01,P-ICE-005,10,50.0
2049645,2026-02-05,S-AMS-01,P-ICE-007,27,94.5
4136665,2026-02-05,S-AMS-01,P-ICE-008,23,80.5
2911847,2026-02-05,S-BRU-01,P-ICE-001,15,75.0
9853588,2026-02-05,S-BRU-01,P-ICE-002,16,96.0
7585795,2026-02-05,S-BRU-01,P-ICE-005,9,45.0
8681625,2026-02-05,S-BRU-01,P-ICE-008,18,63.0
5990296,2026-02-05,S-MIL-01,P-ICE-001,26,130.0
6254384,2026-02-05,S-MIL-01,P-ICE-005,14,70.0
4070977,2026-02-05,S-MIL-01,P-ICE-006,7,126.0
7517332,2026-02-05,S-MIL-01,P-ICE-008,22,77.0
7437584,2026-02-06,S-PAR-01,P-ICE-001,22,110.0
3906397,2026-02-06,S-PAR-01,P-ICE-002,20,120.0
3353785,2026-02-06,S-PAR-01,P-ICE-003,18,90.0
1899447,2026-02-06,S-PAR-01,P-ICE-006,10,180.0
7441514,2026-02-06,S-BER-01,P-ICE-002,15,90.0
9249791,2026-02-06,S-BER-01,P-ICE-006,7,126.0
9199017,2026-02-06,S-BER-01,P-ICE-007,31,108.5
4699871,2026-02-06,S-AMS-01,P-ICE-001,20,100.0
5843084,2026-02-06,S-AMS-01,P-ICE-003,12,60.0
9309978,2026-02-06,S-AMS-01,P-ICE-005,11,55.0
2916069,2026-02-06,S-AMS-01,P-ICE-007,21,73.5
7154919,2026-02-06,S-AMS-01,P-ICE-008,21,73.5
8404902,2026-02-06,S-BRU-01,P-ICE-001,19,95.0
2718262,2026-02-06,S-BRU-01,P-ICE-002,16,96.0
5152891,2026-02-06,S-BRU-01,P-ICE-004,12,72.0
8545256,2026-02-06,S-BRU-01,P-ICE-005,12,60.0
2459332,2026-02-06,S-BRU-01,P-ICE-008,22,77.0
4975295,2026-02-06,S-MIL-01,P-ICE-001,28,140.0
6882609,2026-02-06,S-MIL-01,P-ICE-003,18,90.0
3335975,2026-02-06,S-MIL-01,P-ICE-006,8,144.0
1995859,2026-02-06,S-MIL-01,P-ICE-008,28,98.0
3824903,2026-02-07,S-PAR-01,P-ICE-001,32,160.0
5854206,2026-02-07,S-PAR-01,P-ICE-002,27,162.0
9630451,2026-02-07,S-PAR-01,P-ICE-003,27,135.0
7905438,2026-02-07,S-PAR-01,P-ICE-007,34,119.0
5188889,2026-02-07,S-BER-01,P-ICE-006,11,198.0
5153279,2026-02-07,S-BER-01,P-ICE-007,31,108.5
9211754,2026-02-07,S-AMS-01,P-ICE-001,26,130.0
7949543,2026-02-07,S-AMS-01,P-ICE-003,18,90.0
2561871,2026-02-07,S-AMS-01,P-ICE-005,11,55.0
7191986,2026-02-07,S-AMS-01,P-ICE-007,34,119.0
1041491,2026-02-07,S-AMS-01,P-ICE-008,26,91.0
8691502,2026-02-07,S-BRU-01,P-ICE-002,14,84.0
2062512,2026-02-07,S-BRU-01,P-ICE-004,15,90.0
8208215,2026-02-07,S-BRU-01,P-ICE-005,12,60.0
6416778,2026-02-07,S-BRU-01,P-ICE-008,24,84.0
3191007,2026-02-07,S-MIL-01,P-ICE-001,28,140.0
6766993,2026-02-07,S-MIL-01,P-ICE-003,21,105.0
8710502,2026-02-07,S-MIL-01,P-ICE-006,8,144.0
3650523,2026-02-07,S-MIL-01,P-ICE-008,37,129.5
8177281,2026-02-08,S-PAR-01,P-ICE-001,26,130.0
3213134,2026-02-08,S-PAR-01,P-ICE-002,27,162.0
5597283,2026-02-08,S-PAR-01,P-ICE-006,13,234.0
2382787,2026-02-08,S-PAR-01,P-ICE-007,38,133.0
3777050,2026-02-08,S-BER-01,P-ICE-001,32,160.0
4928281,2026-02-08,S-BER-01,P-ICE-002,22,132.0
2596917,2026-02-08,S-BER-01,P-ICE-004,14,84.0
3226333,2026-02-08,S-BER-01,P-ICE-006,9,162.0
8466983,2026-02-08,S-BER-01,P-ICE-007,34,119.0
3023227,2026-02-08,S-AMS-01,P-ICE-001,27,135.0
2188301,2026-02-08,S-AMS-01,P-ICE-005,12,60.0
2718442,2026-02-08,S-AMS-01,P-ICE-007,26,91.0
6020671,2026-02-08,S-AMS-01,P-ICE-008,25,87.5
3233823,2026-02-08,S-BRU-01,P-ICE-001,25,125.0
2147756,2026-02-08,S-BRU-01,P-ICE-002,18,108.0
3753418,2026-02-08,S-BRU-01,P-ICE-004,11,66.0
3539636,2026-02-08,S-BRU-01,P-ICE-005,14,70.0
4644760,2026-02-08,S-MIL-01,P-ICE-001,29,145.0
3066235,2026-02-08,S-MIL-01,P-ICE-003,18,90.0
8203947,2026-02-08,S-MIL-01,P-ICE-005,16,80.0
5646746,2026-02-08,S-MIL-01,P-ICE-006,9,162.0
5780177,2026-02-08,S-MIL-01,P-ICE-008,28,98.0
6060836,2026-02-09,S-PAR-01,P-ICE-001,28,140.0
4164963,2026-02-09,S-PAR-01,P-ICE-002,21,126.0
1915518,2026-02-09,S-PAR-01,P-ICE-003,17,85.0
5015476,2026-02-09,S-PAR-01,P-ICE-006,10,180.0
9381604,2026-02-09,S-PAR-01,P-ICE-007,27,94.5
1202450,2026-02-09,S-BER-01,P-ICE-001,18,90.0
8060918,2026-02-09,S-BER-01,P-ICE-006,9,162.0
8902314,2026-02-09,S-BER-01,P-ICE-007,29,101.5
2133008,2026-02-09,S-AMS-01,P-ICE-003,11,55.0
2014499,2026-02-09,S-AMS-01,P-ICE-005,10,50.0
9406206,2026-02-09,S-AMS-01,P-ICE-008,19,66.5
7749095,2026-02-09,S-BRU-01,P-ICE-001,17,85.0
3561552,2026-02-09,S-BRU-01,P-ICE-002,14,84.0
